date,station_id,station_name,latitude,longitude,pm25,pm10,aod,temp,rh,wind_speed,pblh
2026-06-14,KA001,Bengaluru_Silk_Board,12.92,77.62,40.72,71.42,0.3523677107521111,28.13,76.19,1.9,1301.4
2026-06-14,TG001,Hyderabad_Sanathnagar,17.45,78.43,62.05,96.59,0.38810016287634885,26.18,72.64,3.0,1199.3
2026-06-14,BR001,Patna_Sanjay_Gandhi,25.6,85.1,167.0,267.85,0.5466611188337102,22.15,62.16,2.32,1158.0
2026-06-14,UP001,Lucknow_Lalbagh,26.85,80.94,130.18,252.01,0.6871794311482642,25.45,65.4,2.83,1164.6
2026-06-14,RJ001,Jaipur_Adarsh_Nagar,26.9,75.82,81.64,124.99,0.6406611228318799,22.81,48.23,3.08,897.1
2026-06-14,GJ001,Ahmedabad_Maninagar,23.0,72.61,85.83,135.46,0.4453554022663593,24.61,44.67,2.57,912.6
2026-06-15,DL001,Delhi_RK_Puram,28.56,77.18,158.05,264.85,0.5950821201979098,20.71,50.39,3.81,831.6
2026-06-15,MH001,Mumbai_Bandra,19.05,72.84,67.3,107.89,0.3850375634517368,26.04,63.18,4.25,1170.3
2026-06-15,WB001,Kolkata_Victoria,22.54,88.34,111.55,203.02,0.36933064165342716,22.43,66.95,1.82,1271.5
2026-06-15,TN001,Chennai_Alandur,13.0,80.2,27.75,48.75,0.2729174132825001,27.46,81.0,3.25,1276.2
2026-06-15,KA001,Bengaluru_Silk_Board,12.92,77.62,27.6,44.43,0.3215534735289025,25.82,79.58,4.09,1230.0
2026-06-15,TG001,Hyderabad_Sanathnagar,17.45,78.43,60.54,116.36,0.43898545123763905,25.79,73.51,2.83,1275.4
2026-06-15,BR001,Patna_Sanjay_Gandhi,25.6,85.1,155.35,252.85,0.4818682276904027,21.84,63.53,3.09,987.6
2026-06-15,UP001,Lucknow_Lalbagh,26.85,80.94,153.57,293.21,0.7374625023876196,22.62,58.28,1.65,913.2
2026-06-15,RJ001,Jaipur_Adarsh_Nagar,26.9,75.82,67.66,97.23,0.6292965996275977,24.32,45.53,1.85,1127.5
2026-06-15,GJ001,Ahmedabad_Maninagar,23.0,72.61,86.29,127.92,0.46025366231829834,21.51,55.91,2.01,714.5
2026-06-16,DL001,Delhi_RK_Puram,28.56,77.18,160.44,281.14,0.5705457135169272,21.59,45.39,3.49,718.2
2026-06-16,MH001,Mumbai_Bandra,19.05,72.84,72.29,121.07,0.4453992584782661,27.23,64.2,4.69,992.5
2026-06-16,WB001,Kolkata_Victoria,22.54,88.34,77.6,123.48,0.5660313660182386,22.89,71.19,2.46,1266.1
2026-06-16,TN001,Chennai_Alandur,13.0,80.2,33.91,47.71,0.29672860493994385,28.33,84.52,0.83,1426.8
2026-06-16,KA001,Bengaluru_Silk_Board,12.92,77.62,52.78,74.47,0.39768139133835595,26.63,76.64,3.1,1386.5
2026-06-16,TG001,Hyderabad_Sanathnagar,17.45,78.43,83.69,137.48,0.36143847171031157,29.96,71.06,4.05,1049.6
2026-06-16,BR001,Patna_Sanjay_Gandhi,25.6,85.1,125.03,198.08,0.502505713610358,23.46,54.99,4.84,1033.3
2026-06-16,UP001,Lucknow_Lalbagh,26.85,80.94,143.39,253.3,0.6656749283915289,21.44,58.75,4.34,911.7
2026-06-16,RJ001,Jaipur_Adarsh_Nagar,26.9,75.82,98.76,152.78,0.5649863305908431,25.19,52.97,2.81,832.2
2026-06-16,GJ001,Ahmedabad_Maninagar,23.0,72.61,81.66,150.28,0.4884263585659525,23.02,51.21,1.97,1020.8
2026-06-17,DL001,Delhi_RK_Puram,28.56,77.18,166.1,245.6,0.544961877385227,21.4,48.16,4.09,768.7
2026-06-17,MH001,Mumbai_Bandra,19.05,72.84,61.51,120.67,0.32744688214430084,26.22,57.93,1.94,985.7
2026-06-17,WB001,Kolkata_Victoria,22.54,88.34,98.54,195.76,0.5186830474018931,23.92,67.72,3.04,1201.3
2026-06-17,TN001,Chennai_Alandur,13.0,80.2,47.79,74.77,0.2857837720438386,29.55,85.36,2.68,1423.0
2026-06-17,KA001,Bengaluru_Silk_Board,12.92,77.62,7.66,11.68,0.31905037046338663,26.52,83.74,3.52,1287.5
2026-06-17,TG001,Hyderabad_Sanathnagar,17.45,78.43,41.28,58.9,0.3357124118983885,25.56,65.66,3.33,1022.4
2026-06-17,BR001,Patna_Sanjay_Gandhi,25.6,85.1,143.58,239.87,0.4660381193913008,22.27,73.42,4.73,1201.9
2026-06-17,UP001,Lucknow_Lalbagh,26.85,80.94,156.66,244.3,0.6835073430262948,21.45,52.89,3.0,993.0
2026-06-17,RJ001,Jaipur_Adarsh_Nagar,26.9,75.82,90.32,160.33,0.568706604352357,23.43,44.03,1.44,838.3
2026-06-17,GJ001,Ahmedabad_Maninagar,23.0,72.61,94.88,187.89,0.43208423864309164,22.65,58.04,4.54,828.8
2026-06-18,DL001,Delhi_RK_Puram,28.56,77.18,185.61,291.44,0.5908758933461145,22.19,48.36,3.43,889.9
2026-06-18,MH001,Mumbai_Bandra,19.05,72.84,68.24,102.16,0.3985819174041907,29.52,61.94,1.6,1117.6
2026-06-18,WB001,Kolkata_Victoria,22.54,88.34,116.28,206.81,0.4403822204870165,26.95,75.0,2.28,1111.1
2026-06-18,TN001,Chennai_Alandur,13.0,80.2,54.59,109.17,0.40010055110385634,27.53,81.82,1.5,1404.9
2026-06-18,KA001,Bengaluru_Silk_Board,12.92,77.62,29.26,42.86,0.3489123932817554,26.89,85.49,1.42,1141.9
2026-06-18,TG001,Hyderabad_Sanathnagar,17.45,78.43,59.29,88.22,0.411445398070943,24.93,73.23,3.55,1213.3
2026-06-18,BR001,Patna_Sanjay_Gandhi,25.6,85.1,152.91,224.5,0.4559499523018933,19.81,74.15,2.58,1099.2
2026-06-18,UP001,Lucknow_Lalbagh,26.85,80.94,172.61,261.7,0.7054579382679063,24.83,51.45,3.32,959.5
2026-06-18,RJ001,Jaipur_Adarsh_Nagar,26.9,75.82,70.39,110.92,0.6191182088410885,24.38,43.51,2.74,820.3
2026-06-18,GJ001,Ahmedabad_Maninagar,23.0,72.61,106.42,205.52,0.43719745262972676,24.84,51.29,3.88,666.7
2026-06-19,DL001,Delhi_RK_Puram,28.56,77.18,176.12,315.67,0.5064508965466497,21.37,39.92,4.2,1111.2
2026-06-19,MH001,Mumbai_Bandra,19.05,72.84,65.36,110.79,0.2897852265932389,23.35,61.26,2.74,954.6
2026-06-19,WB001,Kolkata_Victoria,22.54,88.34,79.92,158.3,0.37510013398841713,23.2,80.91,3.2,1431.6
2026-06-19,TN001,Chennai_Alandur,13.0,80.2,36.12,52.17,0.31777350371556834,29.16,82.74,3.74,1397.9
2026-06-19,KA001,Bengaluru_Silk_Board,12.92,77.62,34.22,48.29,0.18688692273694005,28.33,77.68,1.33,1237.0
2026-06-19,TG001,Hyderabad_Sanathnagar,17.45,78.43,70.78,141.3,0.3607040496120466,28.03,73.35,3.12,1036.5
2026-06-19,BR001,Patna_Sanjay_Gandhi,25.6,85.1,167.01,288.55,0.5561479529111228,23.38,61.56,1.86,1008.9
2026-06-19,UP001,Lucknow_Lalbagh,26.85,80.94,152.49,275.95,0.6926467007458647,22.37,63.28,4.05,1097.2
2026-06-19,RJ001,Jaipur_Adarsh_Nagar,26.9,75.82,93.85,143.59,0.5066548189489383,20.65,50.37,2.69,609.4
2026-06-19,GJ001,Ahmedabad_Maninagar,23.0,72.61,96.86,181.79,0.47416073416401705,23.81,52.87,2.25,1203.8
2026-06-20,DL001,Delhi_RK_Puram,28.56,77.18,168.62,282.78,0.612822791543719,20.33,50.62,3.36,930.3
2026-06-20,MH001,Mumbai_Bandra,19.05,72.84,70.88,128.81,0.3454631946328585,25.87,66.31,3.12,871.6
2026-06-20,WB001,Kolkata_Victoria,22.54,88.34,93.0,152.62,0.3066759555193924,27.42,75.12,2.66,1088.1
2026-06-20,TN001,Chennai_Alandur,13.0,80.2,49.06,76.36,0.2916943734458389,27.78,78.05,4.31,1281.6
2026-06-20,KA001,Bengaluru_Silk_Board,12.92,77.62,31.54,45.82,0.27465933425473804,26.48,82.23,0.66,1349.2
2026-06-20,TG001,Hyderabad_Sanathnagar,17.45,78.43,73.15,124.32,0.32651259303631414,24.73,73.06,1.74,1075.1
2026-06-20,BR001,Patna_Sanjay_Gandhi,25.6,85.1,133.19,230.0,0.5084711531168343,22.53,60.96,3.39,1053.7
2026-06-20,UP001,Lucknow_Lalbagh,26.85,80.94,172.44,298.07,0.654907656198752,23.27,56.27,1.48,1038.0
2026-06-20,RJ001,Jaipur_Adarsh_Nagar,26.9,75.82,89.75,126.42,0.5164596279736476,20.7,60.32,4.03,864.5
2026-06-20,GJ001,Ahmedabad_Maninagar,23.0,72.61,105.11,165.81,0.4266938677587359,23.72,53.33,2.42,943.5
2026-06-21,DL001,Delhi_RK_Puram,28.56,77.18,165.62,234.26,0.5869559127362858,17.62,48.16,0.65,831.6
2026-06-21,MH001,Mumbai_Bandra,19.05,72.84,60.11,101.24,0.1925359391614938,26.69,62.45,1.56,1162.4
2026-06-21,WB001,Kolkata_Victoria,22.54,88.34,80.04,121.83,0.50506936984083,21.85,73.07,2.27,1225.5
2026-06-21,TN001,Chennai_Alandur,13.0,80.2,45.46,89.42,0.3467961517318186,27.18,88.62,4.68,1281.3
2026-06-21,KA001,Bengaluru_Silk_Board,12.92,77.62,35.0,51.2,0.29544546827474516,26.44,80.14,3.88,1092.0
2026-06-21,TG001,Hyderabad_Sanathnagar,17.45,78.43,75.23,109.78,0.33539727376893036,28.06,72.63,4.36,1213.5
2026-06-21,BR001,Patna_Sanjay_Gandhi,25.6,85.1,145.94,206.79,0.5034360639375484,19.76,62.14,1.87,1309.6
2026-06-21,UP001,Lucknow_Lalbagh,26.85,80.94,128.39,192.05,0.5771186715009289,22.18,62.38,3.82,1095.3
2026-06-21,RJ001,Jaipur_Adarsh_Nagar,26.9,75.82,75.37,148.79,0.442287004983633,22.07,54.28,0.77,629.8
2026-06-21,GJ001,Ahmedabad_Maninagar,23.0,72.61,87.39,144.02,0.4240429689952264,22.39,48.23,2.0,729.4
2026-06-22,DL001,Delhi_RK_Puram,28.56,77.18,165.68,292.01,0.5047428766851618,21.06,42.53,2.77,908.7
2026-06-22,MH001,Mumbai_Bandra,19.05,72.84,59.84,89.64,0.3312327100119617,25.09,62.35,3.22,937.7
2026-06-22,WB001,Kolkata_Victoria,22.54,88.34,83.19,120.83,0.3173416200064747,23.83,76.12,1.9,1166.0
2026-06-22,TN001,Chennai_Alandur,13.0,80.2,41.65,72.61,0.25991410140883947,29.37,88.87,3.82,1229.9
2026-06-22,KA001,Bengaluru_Silk_Board,12.92,77.62,29.33,53.32,0.32971208046719513,27.78,78.04,3.68,1470.8
2026-06-22,TG001,Hyderabad_Sanathnagar,17.45,78.43,79.09,147.44,0.3287021260679821,25.78,76.55,1.94,1263.7
2026-06-22,BR001,Patna_Sanjay_Gandhi,25.6,85.1,135.78,250.1,0.5366042204579001,25.63,67.17,2.83,1245.4
2026-06-22,UP001,Lucknow_Lalbagh,26.85,80.94,158.14,290.06,0.5831239852074721,22.61,60.7,3.32,1148.5
2026-06-22,RJ001,Jaipur_Adarsh_Nagar,26.9,75.82,94.54,189.05,0.5590956964350182,19.64,50.67,2.48,901.8
2026-06-22,GJ001,Ahmedabad_Maninagar,23.0,72.61,88.13,171.64,0.31278158376606235,23.79,52.62,2.57,866.6
2026-06-23,DL001,Delhi_RK_Puram,28.56,77.18,185.05,305.86,0.4105300601564231,22.82,41.35,2.24,973.2
2026-06-23,MH001,Mumbai_Bandra,19.05,72.84,39.91,75.56,0.23874495658451192,26.54,66.62,1.95,995.6
2026-06-23,WB001,Kolkata_Victoria,22.54,88.34,111.34,164.69,0.39931690274600895,23.71,71.52,2.6,1157.2
2026-06-23,TN001,Chennai_Alandur,13.0,80.2,50.44,90.57,0.23194397220096405,30.1,85.58,3.55,1419.2
2026-06-23,KA001,Bengaluru_Silk_Board,12.92,77.62,53.4,83.68,0.2661121917651205,29.92,76.68,3.61,1289.4
2026-06-23,TG001,Hyderabad_Sanathnagar,17.45,78.43,63.09,102.1,0.3247736862881523,26.0,71.68,3.38,1192.5
2026-06-23,BR001,Patna_Sanjay_Gandhi,25.6,85.1,150.56,251.06,0.381141583539772,22.35,68.22,3.05,1024.8
2026-06-23,UP001,Lucknow_Lalbagh,26.85,80.94,125.37,192.01,0.6442212940078151,23.29,64.47,4.82,1082.5
2026-06-23,RJ001,Jaipur_Adarsh_Nagar,26.9,75.82,96.23,183.05,0.5658784779529485,22.1,54.41,1.26,893.6
2026-06-23,GJ001,Ahmedabad_Maninagar,23.0,72.61,82.09,149.01,0.32521625004189747,26.74,47.95,3.0,944.0
2026-06-24,DL001,Delhi_RK_Puram,28.56,77.18,202.24,400.1,0.4393990913170983,23.15,54.85,1.51,897.0
2026-06-24,MH001,Mumbai_Bandra,19.05,72.84,49.22,94.3,0.3312634780098897,26.57,67.1,4.44,1003.0
2026-06-24,WB001,Kolkata_Victoria,22.54,88.34,111.07,184.96,0.36345040764421993,22.63,77.67,1.04,1331.8
2026-06-24,TN001,Chennai_Alandur,13.0,80.2,41.6,82.85,0.24992911058189188,28.78,81.07,1.98,1318.7
2026-06-24,KA001,Bengaluru_Silk_Board,12.92,77.62,48.66,76.24,0.20442860024083365,27.45,84.8,0.54,1260.6
2026-06-24,TG001,Hyderabad_Sanathnagar,17.45,78.43,58.13,101.84,0.3514231699828312,28.73,62.1,3.91,1189.1
2026-06-24,BR001,Patna_Sanjay_Gandhi,25.6,85.1,121.25,210.41,0.3852490021163667,24.79,61.75,0.61,1195.2
2026-06-24,UP001,Lucknow_Lalbagh,26.85,80.94,144.9,217.17,0.48710685363070627,24.74,62.76,2.23,835.3
2026-06-24,RJ001,Jaipur_Adarsh_Nagar,26.9,75.82,76.85,114.38,0.4492626485597697,23.27,52.15,2.42,1012.8
2026-06-24,GJ001,Ahmedabad_Maninagar,23.0,72.61,90.31,174.8,0.3629762918435995,24.25,48.99,1.84,900.7
2026-06-25,DL001,Delhi_RK_Puram,28.56,77.18,162.12,229.73,0.502267113227931,20.05,44.28,3.9,847.7
2026-06-25,MH001,Mumbai_Bandra,19.05,72.84,71.77,113.15,0.3842431671812305,23.05,61.23,2.67,1001.4
2026-06-25,WB001,Kolkata_Victoria,22.54,88.34,96.79,136.6,0.3489530274779001,22.63,77.48,2.41,1245.0
2026-06-25,TN001,Chennai_Alandur,13.0,80.2,33.5,53.85,0.21401513724834537,28.77,78.73,1.43,1387.0
2026-06-25,KA001,Bengaluru_Silk_Board,12.92,77.62,34.33,52.69,0.2222514055286023,28.15,83.11,1.54,1267.3
2026-06-25,TG001,Hyderabad_Sanathnagar,17.45,78.43,42.56,75.28,0.287917106282807,27.16,77.21,2.58,1110.4
2026-06-25,BR001,Patna_Sanjay_Gandhi,25.6,85.1,116.02,186.34,0.3486826816088342,24.13,63.54,1.97,1072.9
2026-06-25,UP001,Lucknow_Lalbagh,26.85,80.94,135.81,225.75,0.611042515362051,21.39,59.59,3.28,1088.4
2026-06-25,RJ001,Jaipur_Adarsh_Nagar,26.9,75.82,91.8,171.13,0.49519207623039674,23.48,50.13,3.54,774.4
2026-06-25,GJ001,Ahmedabad_Maninagar,23.0,72.61,110.56,207.64,0.47977611305062967,24.53,52.72,3.35,703.2
2026-06-26,DL001,Delhi_RK_Puram,28.56,77.18,200.05,384.57,0.4467397600081727,20.59,46.22,2.83,884.8
2026-06-26,MH001,Mumbai_Bandra,19.05,72.84,53.18,96.52,0.37645100561834055,27.5,63.79,1.34,1142.9
2026-06-26,WB001,Kolkata_Victoria,22.54,88.34,100.14,179.83,0.2744799679527035,23.49,72.67,1.96,1392.1
2026-06-26,TN001,Chennai_Alandur,13.0,80.2,61.99,105.99,0.24595678294412593,28.1,75.17,3.97,1276.8
2026-06-26,KA001,Bengaluru_Silk_Board,12.92,77.62,54.18,96.07,0.17367515939778583,28.29,84.25,3.87,1249.9
2026-06-26,TG001,Hyderabad_Sanathnagar,17.45,78.43,46.02,79.91,0.3028667713176724,27.39,62.82,3.61,1066.1
2026-06-26,BR001,Patna_Sanjay_Gandhi,25.6,85.1,150.5,226.64,0.4092954108898297,23.22,66.39,3.62,989.2
2026-06-26,UP001,Lucknow_Lalbagh,26.85,80.94,138.17,253.94,0.6441392008365772,24.72,58.93,0.83,906.4
2026-06-26,RJ001,Jaipur_Adarsh_Nagar,26.9,75.82,90.47,177.21,0.5111391388352033,23.33,45.87,2.48,849.0
2026-06-26,GJ001,Ahmedabad_Maninagar,23.0,72.61,102.15,184.36,0.340245852424357,24.07,55.55,2.13,937.0
2026-06-27,DL001,Delhi_RK_Puram,28.56,77.18,196.46,308.94,0.5005240530572743,21.11,49.79,1.56,842.7
2026-06-27,MH001,Mumbai_Bandra,19.05,72.84,62.19,94.62,0.3851937628410011,26.46,61.14,1.63,1164.4
2026-06-27,WB001,Kolkata_Victoria,22.54,88.34,92.49,135.44,0.4200138624386125,22.99,81.76,3.76,1137.2
2026-06-27,TN001,Chennai_Alandur,13.0,80.2,68.04,124.15,0.25846238396989724,29.28,73.15,1.97,1409.0
2026-06-27,KA001,Bengaluru_Silk_Board,12.92,77.62,51.17,100.94,0.24387450991320359,27.09,83.34,2.78,1277.5
2026-06-27,TG001,Hyderabad_Sanathnagar,17.45,78.43,51.26,100.76,0.28691873021237985,26.29,69.78,4.54,1150.5
2026-06-27,BR001,Patna_Sanjay_Gandhi,25.6,85.1,133.79,209.76,0.5221133051894615,23.28,66.86,3.76,1136.5
2026-06-27,UP001,Lucknow_Lalbagh,26.85,80.94,136.19,202.92,0.5647972741700115,23.37,58.32,0.51,1039.9
2026-06-27,RJ001,Jaipur_Adarsh_Nagar,26.9,75.82,71.39,102.15,0.5491630187322514,22.14,50.05,3.17,939.8
2026-06-27,GJ001,Ahmedabad_Maninagar,23.0,72.61,112.47,214.32,0.30474708247030746,21.22,54.31,3.86,817.9
2026-06-28,DL001,Delhi_RK_Puram,28.56,77.18,176.02,350.95,0.5748705911188452,22.19,40.64,1.43,990.0
2026-06-28,MH001,Mumbai_Bandra,19.05,72.84,93.95,163.89,0.33252383132623387,26.36,65.25,2.87,771.0
2026-06-28,WB001,Kolkata_Victoria,22.54,88.34,101.96,164.23,0.3312948797558619,24.63,75.16,2.41,1198.7
2026-06-28,TN001,Chennai_Alandur,13.0,80.2,71.14,132.2,0.20670835674932703,28.18,82.51,3.33,1278.7
2026-06-28,KA001,Bengaluru_Silk_Board,12.92,77.62,9.13,12.82,0.30270950065738167,28.18,77.69,3.51,1315.7
2026-06-28,TG001,Hyderabad_Sanathnagar,17.45,78.43,35.06,64.28,0.3256099788798205,27.36,65.5,0.86,1164.7
2026-06-28,BR001,Patna_Sanjay_Gandhi,25.6,85.1,154.43,280.11,0.5191944750356484,21.51,60.51,2.06,1204.3
2026-06-28,UP001,Lucknow_Lalbagh,26.85,80.94,155.58,262.47,0.605756133582058,22.14,60.0,4.26,886.1
2026-06-28,RJ001,Jaipur_Adarsh_Nagar,26.9,75.82,84.92,154.47,0.4327457948841622,22.68,50.78,3.71,782.9
2026-06-28,GJ001,Ahmedabad_Maninagar,23.0,72.61,89.72,158.54,0.3612046274662381,25.1,45.36,3.29,1056.0
2026-06-29,DL001,Delhi_RK_Puram,28.56,77.18,155.12,270.08,0.5016993694565703,21.08,43.72,2.58,707.3
2026-06-29,MH001,Mumbai_Bandra,19.05,72.84,62.75,99.47,0.41061227225067476,25.99,56.07,2.66,1239.3
2026-06-29,WB001,Kolkata_Victoria,22.54,88.34,88.32,135.76,0.4724325689882437,25.01,69.52,3.66,1326.1
2026-06-29,TN001,Chennai_Alandur,13.0,80.2,56.02,79.5,0.3662673384681191,26.08,81.62,2.44,1208.6
2026-06-29,KA001,Bengaluru_Silk_Board,12.92,77.62,21.67,39.62,0.33486754143781583,28.76,73.32,3.78,1191.7
2026-06-29,TG001,Hyderabad_Sanathnagar,17.45,78.43,71.07,110.57,0.38549286104617114,27.96,70.64,3.3,1100.7
2026-06-29,BR001,Patna_Sanjay_Gandhi,25.6,85.1,153.35,236.65,0.46617225950331725,22.67,67.26,1.29,1225.9
2026-06-29,UP001,Lucknow_Lalbagh,26.85,80.94,158.59,229.95,0.65523488357108,20.68,47.51,4.0,883.2
2026-06-29,RJ001,Jaipur_Adarsh_Nagar,26.9,75.82,72.12,109.84,0.5621688043530193,22.58,45.51,1.66,905.7
2026-06-29,GJ001,Ahmedabad_Maninagar,23.0,72.61,102.76,155.4,0.31522285280992884,24.1,47.16,3.51,613.0
2026-06-30,DL001,Delhi_RK_Puram,28.56,77.18,172.06,248.98,0.5801433915426641,19.72,56.2,3.86,813.4
2026-06-30,MH001,Mumbai_Bandra,19.05,72.84,46.88,83.48,0.36566221297514845,26.05,67.2,2.42,990.5
2026-06-30,WB001,Kolkata_Victoria,22.54,88.34,92.97,144.71,0.4494551928034231,23.39,67.87,0.83,1172.2
2026-06-30,TN001,Chennai_Alandur,13.0,80.2,32.48,59.66,0.2640589104793508,24.89,84.29,4.21,1377.0
2026-06-30,KA001,Bengaluru_Silk_Board,12.92,77.62,31.93,58.63,0.24603404684013935,27.04,78.02,4.15,1353.0
2026-06-30,TG001,Hyderabad_Sanathnagar,17.45,78.43,43.55,78.89,0.3062361401447904,27.8,74.03,3.63,1194.9
2026-06-30,BR001,Patna_Sanjay_Gandhi,25.6,85.1,133.79,258.0,0.3956704775722488,21.8,61.44,1.98,1112.8
2026-06-30,UP001,Lucknow_Lalbagh,26.85,80.94,157.39,304.38,0.6956527870587369,20.26,57.61,2.8,1143.9
2026-06-30,RJ001,Jaipur_Adarsh_Nagar,26.9,75.82,108.22,196.4,0.5141777075911964,22.17,49.12,3.86,970.0
2026-06-30,GJ001,Ahmedabad_Maninagar,23.0,72.61,93.38,185.81,0.43199485294566525,21.4,48.6,3.13,777.3
2026-07-01,DL001,Delhi_RK_Puram,28.56,77.18,170.14,275.42,0.6278311445442871,17.94,49.21,1.35,928.8
2026-07-01,MH001,Mumbai_Bandra,19.05,72.84,28.71,42.27,0.3112227895364814,27.34,63.75,2.49,963.4
2026-07-01,WB001,Kolkata_Victoria,22.54,88.34,91.28,145.53,0.4762308096458018,24.83,71.13,2.99,1360.3
2026-07-01,TN001,Chennai_Alandur,13.0,80.2,54.35,100.85,0.35189638861041694,31.47,85.13,3.93,1347.1
2026-07-01,KA001,Bengaluru_Silk_Board,12.92,77.62,40.58,73.14,0.42169371919111176,30.91,85.53,1.86,1220.3
2026-07-01,TG001,Hyderabad_Sanathnagar,17.45,78.43,38.32,67.95,0.37595508948206535,27.67,66.94,0.31,1002.5
2026-07-01,BR001,Patna_Sanjay_Gandhi,25.6,85.1,141.03,271.36,0.575716822183507,21.86,62.73,3.53,1262.8
2026-07-01,UP001,Lucknow_Lalbagh,26.85,80.94,128.66,254.93,0.7542432851964627,22.24,57.5,2.39,1065.9
2026-07-01,RJ001,Jaipur_Adarsh_Nagar,26.9,75.82,73.62,126.26,0.5701405515742832,21.39,44.97,4.17,914.2
2026-07-01,GJ001,Ahmedabad_Maninagar,23.0,72.61,99.36,188.86,0.49924641097618544,23.7,58.15,3.3,899.6
2026-07-02,DL001,Delhi_RK_Puram,28.56,77.18,168.48,312.92,0.5957008909850335,20.94,52.3,2.33,979.2
2026-07-02,MH001,Mumbai_Bandra,19.05,72.84,57.67,83.75,0.4283431620554592,25.62,56.81,1.5,1008.8
2026-07-02,WB001,Kolkata_Victoria,22.54,88.34,115.46,175.97,0.4685054761244762,22.27,68.16,1.77,1382.2
2026-07-02,TN001,Chennai_Alandur,13.0,80.2,66.93,97.69,0.33776000862492217,29.5,82.28,1.43,1301.2
2026-07-02,KA001,Bengaluru_Silk_Board,12.92,77.62,33.53,51.73,0.288909262416123,25.63,82.52,2.36,1363.1
2026-07-02,TG001,Hyderabad_Sanathnagar,17.45,78.43,57.68,84.73,0.49411966934459606,30.64,69.89,2.62,1060.0
2026-07-02,BR001,Patna_Sanjay_Gandhi,25.6,85.1,149.48,254.83,0.5828694602201034,23.34,60.96,2.13,1233.3
2026-07-02,UP001,Lucknow_Lalbagh,26.85,80.94,145.8,225.06,0.808730613762761,20.44,54.41,3.62,936.3
2026-07-02,RJ001,Jaipur_Adarsh_Nagar,26.9,75.82,82.39,137.83,0.6633856710559508,24.76,53.22,3.32,904.8
2026-07-02,GJ001,Ahmedabad_Maninagar,23.0,72.61,117.93,205.21,0.549525405978402,24.44,48.75,4.57,877.8
